age,screen_time,social_media,gaming,short_video,phone_unlocks,notifications,night_usage,sleep,focus_time,exercise,stress,productivity,entertainment_hours,total_recreational_screen_time,night_usage_ratio,focus_to_screen_ratio,sleep_deficit_indicator,usage_intensity,risk_level,wellbeing_score
44,5.5,4.5,2.7,3.9,176,301,3.3,8.8,7.8,69,7,7,6.6,11.1,0.6,1.0,0.0,206.1,Moderate,74.6
21,9.5,1.9,2.9,0.3,17,191,3.3,8.3,1.2,91,4,10,3.2,5.1,0.347,0.126,0.0,36.1,Moderate,79.6
22,11.3,4.0,1.2,0.3,122,31,2.6,6.5,5.8,2,1,2,1.5,5.5,0.23,0.513,1.0,125.1,Moderate,57.1
29,14.1,5.9,3.8,2.7,54,239,1.8,4.9,3.8,94,6,10,6.5,12.4,0.128,0.27,2.6,77.9,Moderate,64.6
28,10.5,7.7,2.2,3.3,97,305,3.7,7.7,6.0,79,5,3,5.5,13.2,0.352,0.571,0.0,127.5,High,62.9
23,12.4,1.8,6.0,5.3,37,191,1.5,3.3,5.3,80,9,5,11.3,13.1,0.121,0.427,4.2,56.1,High,60.1
25,3.4,7.1,2.9,0.6,128,255,2.7,7.0,3.5,43,9,8,3.5,10.6,0.794,1.0,0.5,153.5,Moderate,64.5
24,7.9,7.5,2.9,4.9,116,185,2.2,5.8,2.8,26,8,10,7.8,15.3,0.278,0.354,1.7,134.5,High,58.3
33,1.1,7.3,3.4,1.3,36,206,1.4,9.8,6.0,50,7,8,4.7,12.0,1.0,1.0,0.0,56.6,Low,82.8
42,4.7,5.1,5.5,2.4,171,189,4.9,6.6,2.6,23,2,2,7.9,13.0,1.0,0.553,0.9,189.9,High,55.3
41,11.9,5.0,4.8,1.9,90,71,1.3,6.9,6.3,19,8,9,6.7,11.7,0.109,0.529,0.6,97.1,Moderate,65.2
17,15.9,3.2,2.7,2.4,110,338,1.5,8.0,5.4,31,3,6,5.1,8.3,0.094,0.34,0.0,143.8,Moderate,66.8
20,2.5,6.0,4.3,0.9,71,208,0.8,6.4,4.6,98,6,9,5.2,11.2,0.32,1.0,1.1,91.8,Moderate,83.5
44,7.0,4.3,3.5,3.0,71,139,4.1,4.6,3.0,12,10,4,6.5,10.8,0.586,0.429,2.9,84.9,Moderate,45.8
20,13.0,5.4,3.0,4.8,175,124,2.9,6.8,1.6,111,7,3,7.8,13.2,0.223,0.123,0.7,187.4,High,45.6
21,4.1,3.4,1.2,2.6,35,181,3.1,9.6,5.7,42,6,5,3.8,7.2,0.756,1.0,0.0,53.1,Low,80.8
34,9.3,5.9,2.8,2.9,130,314,4.1,5.9,0.7,19,5,5,5.7,11.6,0.441,0.075,1.6,161.4,High,47.5
23,12.0,6.6,1.5,5.1,33,60,1.7,7.8,7.8,111,4,4,6.6,13.2,0.142,0.65,0.0,39.0,Moderate,72.3
31,10.2,1.2,5.5,4.2,48,184,1.0,9.8,7.8,115,2,7,9.7,10.9,0.098,0.765,0.0,66.4,Moderate,88.2
28,3.8,6.7,2.0,2.9,133,340,1.0,8.8,1.0,1,9,8,4.9,11.6,0.263,0.263,0.0,167.0,High,59.0
16,6.3,4.3,5.7,1.5,30,179,3.7,7.6,0.8,67,7,5,7.2,11.5,0.587,0.127,0.0,47.9,High,65.0
37,12.8,6.8,3.2,5.3,103,283,3.1,8.2,3.3,90,7,9,8.5,15.3,0.242,0.258,0.0,131.3,High,61.8
35,9.3,3.5,3.8,3.5,184,37,1.0,9.6,7.7,59,4,7,7.3,10.8,0.108,0.828,0.0,187.7,Low,80.4
32,1.1,3.0,3.3,1.3,124,192,0.7,9.7,3.2,88,5,7,4.6,7.6,0.636,1.0,0.0,143.2,Low,84.7
22,12.4,7.3,0.8,1.6,185,52,0.6,9.8,2.9,3,6,8,2.4,9.7,0.048,0.234,0.0,190.2,High,53.0
40,1.5,2.0,2.3,4.8,130,280,3.1,7.4,5.6,95,2,4,7.1,9.1,1.0,1.0,0.1,158.0,Moderate,82.8
28,12.2,6.8,0.6,0.3,22,229,0.0,5.7,1.4,16,4,10,0.9,7.7,0.0,0.115,1.8,44.9,Moderate,62.1
19,4.0,3.9,3.7,6.0,140,349,0.1,3.9,2.9,0,4,6,9.7,13.6,0.025,0.725,3.6,174.9,Moderate,65.2
19,15.4,4.1,2.7,0.8,169,183,1.9,5.7,2.3,32,4,5,3.5,7.6,0.123,0.149,1.8,187.3,Moderate,50.3
21,6.5,2.5,4.7,4.8,172,24,3.5,9.6,4.8,29,7,1,9.5,12.0,0.538,0.738,0.0,174.4,Moderate,59.8
43,5.9,4.6,1.3,2.4,28,53,3.5,9.2,1.3,4,7,9,3.7,8.3,0.593,0.22,0.0,33.3,Moderate,64.9
34,3.2,2.6,1.0,3.0,151,299,2.2,6.7,4.4,117,7,2,4.0,6.6,0.688,1.0,0.8,180.9,Moderate,69.8
44,5.6,0.3,2.4,5.3,185,164,3.5,6.8,6.9,11,7,6,7.7,8.0,0.625,1.0,0.7,201.4,Moderate,66.1
27,14.1,2.2,5.6,2.5,90,90,2.6,5.2,4.1,101,2,8,8.1,10.3,0.184,0.291,2.3,99.0,Moderate,68.9
37,15.9,0.1,4.3,3.2,132,249,4.9,6.2,5.5,31,5,3,7.5,7.6,0.308,0.346,1.3,156.9,High,50.8
22,6.5,7.8,2.5,0.3,77,144,0.8,8.0,0.6,37,10,5,2.8,10.6,0.123,0.092,0.0,91.4,Low,54.4
42,7.7,7.7,3.1,0.0,182,297,3.0,5.8,3.6,16,2,7,3.1,10.8,0.39,0.468,1.7,211.7,Moderate,57.0
25,11.8,3.2,0.5,1.5,28,290,2.5,4.3,0.8,57,5,4,2.0,5.2,0.212,0.068,3.2,57.0,High,56.2
41,14.3,5.8,5.9,4.1,73,34,1.0,6.8,4.8,117,6,5,10.0,15.8,0.07,0.336,0.7,76.4,Moderate,63.4
34,9.9,2.8,4.0,0.7,110,261,3.7,4.6,2.2,108,3,1,4.7,7.5,0.374,0.222,2.9,136.1,High,55.6
22,6.9,5.4,1.7,0.7,75,172,1.4,9.8,2.3,39,6,4,2.4,7.8,0.203,0.333,0.0,92.2,Moderate,67.0
18,7.2,6.4,3.5,2.5,75,72,1.9,5.7,0.6,95,5,7,6.0,12.4,0.264,0.083,1.8,82.2,Moderate,65.7
28,11.4,7.6,0.7,3.9,84,168,1.9,9.4,2.5,23,4,10,4.6,12.2,0.167,0.219,0.0,100.8,Moderate,66.4
28,1.0,3.2,5.8,4.3,54,238,1.2,4.6,4.1,11,10,7,10.1,13.3,1.0,1.0,2.9,77.8,High,65.2
33,10.3,6.3,1.0,1.1,96,132,2.2,4.3,4.7,110,9,10,2.1,8.4,0.214,0.456,3.2,109.2,Moderate,61.4
43,6.3,2.1,3.9,0.5,76,307,2.4,7.3,0.5,94,8,10,4.4,6.5,0.381,0.079,0.2,106.7,Moderate,73.9
41,12.9,7.9,1.5,5.6,12,296,3.7,8.5,5.2,18,7,4,7.1,15.0,0.287,0.403,0.0,41.6,Moderate,51.5
35,2.4,0.2,4.3,1.6,175,102,3.8,7.0,3.9,28,1,6,5.9,6.1,1.0,1.0,0.5,185.2,Moderate,73.2
43,9.8,4.8,4.7,5.1,179,237,0.8,4.6,4.3,84,9,5,9.8,14.6,0.082,0.439,2.9,202.7,High,54.9
23,8.2,5.3,4.0,5.2,177,245,3.0,3.3,6.7,89,9,1,9.2,14.5,0.366,0.817,4.2,201.5,High,47.5
44,10.6,5.5,3.7,4.6,187,289,4.5,7.3,2.7,51,6,8,8.3,13.8,0.425,0.255,0.2,215.9,High,56.6
24,2.0,1.0,5.4,1.0,172,34,0.5,3.9,1.4,91,7,7,6.4,7.4,0.25,0.7,3.6,175.4,Moderate,68.0
22,9.7,7.5,0.5,4.9,33,309,2.4,5.4,4.4,16,3,5,5.4,12.9,0.247,0.454,2.1,63.9,Moderate,59.9
16,9.4,1.4,2.0,4.6,97,284,3.8,7.7,7.6,72,5,10,6.6,8.0,0.404,0.809,0.0,125.4,Moderate,83.4
18,9.4,5.0,1.5,3.6,26,218,3.1,3.7,4.1,20,7,10,5.1,10.1,0.33,0.436,3.8,47.8,Moderate,60.8
28,10.1,1.8,5.9,2.0,49,177,0.5,3.9,6.7,113,1,7,7.9,9.7,0.05,0.663,3.6,66.7,Moderate,80.2
43,11.1,2.5,2.3,1.6,181,226,2.0,3.4,6.1,59,1,10,3.9,6.4,0.18,0.55,4.1,203.6,Low,72.7
40,13.1,4.4,4.4,0.7,160,193,2.5,10.0,4.1,97,5,3,5.1,9.5,0.191,0.313,0.0,179.3,Moderate,60.0
43,5.0,3.3,4.1,3.1,15,203,5.0,5.7,5.2,74,9,8,7.2,10.5,1.0,1.0,1.8,35.3,Low,71.3
32,13.4,1.3,1.3,3.5,158,284,0.9,9.3,3.3,118,7,5,4.8,6.1,0.067,0.246,0.0,186.4,Moderate,63.6
40,8.5,1.4,1.4,2.2,128,265,4.9,5.1,4.2,19,1,2,3.6,5.0,0.576,0.494,2.4,154.5,High,56.0
39,2.2,3.3,1.7,2.9,129,55,1.9,8.3,4.1,112,5,2,4.6,7.9,0.864,1.0,0.0,134.5,Moderate,76.5
16,1.9,6.1,2.5,2.2,44,278,1.0,4.5,5.7,52,8,4,4.7,10.8,0.526,1.0,3.0,71.8,Moderate,70.0
21,6.0,7.2,1.4,3.8,122,38,2.1,6.5,3.3,113,8,7,5.2,12.4,0.35,0.55,1.0,125.8,Moderate,64.5
36,12.8,0.7,0.1,5.4,38,42,3.1,8.8,0.8,110,2,10,5.5,6.2,0.242,0.062,0.0,42.2,Moderate,74.2
21,11.6,3.1,5.3,1.0,16,123,1.1,8.7,6.3,102,7,4,6.3,9.4,0.095,0.543,0.0,28.3,Low,73.7
41,12.8,0.8,5.8,2.3,62,260,1.5,8.6,5.5,79,10,9,8.1,8.9,0.117,0.43,0.0,88.0,Moderate,72.7
27,8.8,0.1,2.0,0.8,174,223,4.3,8.8,7.6,62,5,2,2.8,2.9,0.489,0.864,0.0,196.3,Low,68.0
28,7.6,5.3,2.0,3.7,32,272,5.0,4.5,3.4,56,9,6,5.7,11.0,0.658,0.447,3.0,59.2,High,54.8
28,3.2,4.8,0.0,4.4,106,161,1.6,6.4,0.6,28,3,4,4.4,9.2,0.5,0.187,1.1,122.1,Moderate,66.0
44,5.9,1.3,4.1,5.6,145,321,0.7,6.4,1.0,0,1,6,9.7,11.0,0.119,0.169,1.1,177.1,Moderate,66.2
30,7.5,1.9,5.0,1.7,85,162,4.0,9.2,6.2,81,4,10,6.7,8.6,0.533,0.827,0.0,101.2,Low,89.0
36,2.3,0.2,0.9,5.7,185,290,3.0,5.1,0.5,58,7,9,6.6,6.8,1.0,0.217,2.4,214.0,Low,66.7
31,4.3,6.7,1.0,0.4,19,326,0.5,9.5,7.3,63,1,10,1.4,8.1,0.116,1.0,0.0,51.6,Low,94.5
37,10.0,7.8,4.7,3.6,126,129,4.7,6.2,2.3,85,2,9,8.3,16.1,0.47,0.23,1.3,138.9,Moderate,60.6
36,12.0,1.1,3.7,0.3,33,27,0.4,7.7,7.2,71,5,9,4.0,5.1,0.033,0.6,0.0,35.7,Low,85.9
26,16.0,1.9,0.3,5.4,184,88,3.1,4.9,6.2,70,9,9,5.7,7.6,0.194,0.388,2.6,192.8,High,55.4
43,15.0,6.9,3.7,3.2,190,209,2.1,5.9,7.0,88,1,3,6.9,13.8,0.14,0.467,1.6,210.9,High,54.2
20,10.6,7.4,1.9,4.0,48,198,2.8,8.0,1.7,93,4,9,5.9,13.3,0.264,0.16,0.0,67.8,Moderate,70.3
19,7.3,3.4,2.2,5.0,75,82,1.1,6.6,4.8,97,3,3,7.2,10.6,0.151,0.658,0.9,83.2,Moderate,77.8
18,10.5,0.4,4.6,0.9,15,87,3.4,9.5,0.7,43,5,10,5.5,5.9,0.324,0.067,0.0,23.7,Moderate,72.3
34,12.8,0.3,4.9,0.2,30,225,4.8,8.2,1.6,47,5,3,5.1,5.4,0.375,0.125,0.0,52.5,High,57.9
35,2.8,4.6,2.4,5.3,82,25,2.3,7.0,2.5,104,10,5,7.7,12.3,0.821,0.893,0.5,84.5,Moderate,65.4
40,7.1,3.1,5.7,1.9,83,138,2.6,9.2,5.9,115,2,6,7.6,10.7,0.366,0.831,0.0,96.8,Low,84.6
33,13.6,0.2,2.4,0.8,45,332,1.2,7.7,0.2,74,5,9,3.2,3.4,0.088,0.015,0.0,78.2,Low,71.5
30,6.8,4.7,4.6,2.8,140,50,4.5,7.5,7.2,14,9,1,7.4,12.1,0.662,1.0,0.0,145.0,Moderate,50.8
24,9.6,0.1,2.9,3.6,179,25,4.9,4.7,0.6,34,5,8,6.5,6.6,0.51,0.062,2.8,181.5,Moderate,53.1
32,9.8,6.3,5.4,0.2,182,226,3.9,5.8,3.0,22,10,4,5.6,11.9,0.398,0.306,1.7,204.6,High,37.3
29,3.8,2.5,5.4,1.6,53,176,2.7,7.8,0.6,52,2,10,7.0,9.5,0.711,0.158,0.0,70.6,Low,85.3
30,6.4,0.3,0.5,0.2,100,86,4.8,9.2,6.2,44,7,7,0.7,1.0,0.75,0.969,0.0,108.6,Low,75.4
16,6.0,4.7,5.6,2.5,170,349,0.8,5.2,1.1,84,6,6,8.1,12.8,0.133,0.183,2.3,204.9,Moderate,63.5
36,1.4,3.2,5.0,5.4,69,308,2.4,4.5,7.1,91,7,6,10.4,13.6,1.0,1.0,3.0,99.8,Moderate,77.5
37,1.4,7.8,4.7,5.9,102,159,2.7,7.2,4.2,12,8,7,10.6,18.4,1.0,1.0,0.3,117.9,Moderate,62.4
37,13.5,4.4,1.2,3.8,92,319,2.5,3.5,7.6,33,10,4,5.0,9.4,0.185,0.563,4.0,123.9,High,45.0
18,5.1,2.2,4.8,1.0,92,32,4.0,8.0,2.3,37,5,6,5.8,8.0,0.784,0.451,0.0,95.2,Low,73.1
31,8.8,5.7,5.1,5.4,86,171,3.4,7.9,3.6,69,2,3,10.5,16.2,0.386,0.409,0.0,103.1,High,67.2
38,5.5,2.2,1.7,3.1,35,332,0.6,5.5,5.6,107,7,5,4.8,7.0,0.109,1.0,2.0,68.2,Low,80.2
40,15.1,7.2,5.7,0.9,30,128,1.7,9.2,6.7,67,7,2,6.6,13.8,0.113,0.444,0.0,42.8,High,58.1
26,4.9,3.0,0.3,5.5,129,168,1.7,6.5,3.4,4,8,3,5.8,8.8,0.347,0.694,1.0,145.8,Moderate,58.7
27,7.4,4.4,0.9,4.5,139,223,2.8,7.5,7.1,118,7,9,5.4,9.8,0.378,0.959,0.0,161.3,Moderate,76.8
25,14.1,0.4,3.2,4.4,184,326,1.5,4.5,0.9,39,10,6,7.6,8.0,0.106,0.064,3.0,216.6,High,40.8
31,13.6,3.4,3.5,4.3,117,40,0.6,5.9,5.7,69,7,3,7.8,11.2,0.044,0.419,1.6,121.0,High,60.9
23,3.8,6.7,3.9,1.2,167,79,3.3,9.0,2.8,20,9,2,5.1,11.8,0.868,0.737,0.0,174.9,High,50.1
21,13.0,6.4,0.1,1.3,36,40,4.3,4.5,0.8,27,8,5,1.4,7.8,0.331,0.062,3.0,40.0,High,37.5
27,7.9,1.8,5.8,4.1,80,264,4.7,5.7,3.1,2,2,10,9.9,11.7,0.595,0.392,1.8,106.4,High,68.1
39,8.2,1.8,0.3,1.3,157,92,4.9,5.2,7.0,22,2,5,1.6,3.4,0.598,0.854,2.3,166.2,Moderate,63.8
43,3.0,6.5,0.9,2.6,59,95,3.9,4.1,7.8,71,7,1,3.5,10.0,1.0,1.0,3.4,68.5,Low,61.7
36,2.2,7.4,0.1,4.7,104,205,0.7,5.0,3.1,18,10,3,4.8,12.2,0.318,1.0,2.5,124.5,Moderate,50.6
23,11.9,0.8,3.4,4.7,32,97,4.3,4.6,7.1,116,10,7,8.1,8.9,0.361,0.597,2.9,41.7,High,60.2
41,8.4,3.6,5.6,2.7,150,84,2.0,9.5,4.1,74,3,9,8.3,11.9,0.238,0.488,0.0,158.4,Moderate,80.7
43,7.6,2.7,4.0,4.8,90,309,3.6,8.2,5.7,49,1,5,8.8,11.5,0.474,0.75,0.0,120.9,Moderate,78.6
19,11.9,7.0,4.9,5.0,141,75,2.7,5.2,0.4,73,9,4,9.9,16.9,0.227,0.034,2.3,148.5,High,38.9
41,12.5,0.7,0.1,3.9,151,278,4.1,8.3,4.5,57,3,3,4.0,4.7,0.328,0.36,0.0,178.8,Moderate,64.0
23,3.4,1.7,3.3,1.4,29,209,2.1,3.2,0.6,91,1,10,4.7,6.4,0.618,0.176,4.3,49.9,Low,79.4
41,10.2,6.0,2.8,1.6,133,25,0.3,6.7,2.1,19,6,9,4.4,10.4,0.029,0.206,0.8,135.5,Moderate,60.5
43,3.0,0.4,3.0,1.9,22,25,2.8,4.8,4.5,107,4,7,4.9,5.3,0.933,1.0,2.7,24.5,Low,84.5
33,12.3,3.9,0.4,0.7,12,210,0.9,3.8,6.5,115,1,7,1.1,5.0,0.073,0.528,3.7,33.0,Moderate,73.8
43,10.9,3.5,4.1,1.6,184,167,4.8,9.2,4.5,91,4,8,5.7,9.2,0.44,0.413,0.0,200.7,Moderate,69.1
43,15.3,2.7,3.0,1.3,140,277,2.6,4.4,7.5,92,8,10,4.3,7.0,0.17,0.49,3.1,167.7,High,61.1
20,2.0,3.2,4.6,2.7,138,237,2.8,8.8,6.5,71,7,1,7.3,10.5,1.0,1.0,0.0,161.7,Moderate,72.7
24,1.9,4.2,2.9,5.5,99,109,4.5,5.9,1.2,82,1,4,8.4,12.6,1.0,0.632,1.6,109.9,High,66.5
19,5.2,1.3,0.9,0.6,161,331,3.1,3.1,3.1,52,10,5,1.5,2.8,0.596,0.596,4.4,194.1,Moderate,54.2
42,4.9,4.6,3.9,4.3,44,29,1.5,8.1,5.3,111,9,5,8.2,12.8,0.306,1.0,0.0,46.9,Low,76.8
37,4.7,6.4,1.0,4.1,23,106,1.5,7.2,7.5,84,6,1,5.1,11.5,0.319,1.0,0.3,33.6,Low,74.3
32,14.6,6.1,5.2,0.6,150,269,2.5,5.4,7.9,81,2,3,5.8,11.9,0.171,0.541,2.1,176.9,High,56.2
24,4.7,1.2,3.7,5.5,184,345,4.3,5.0,6.1,8,3,2,9.2,10.4,0.915,1.0,2.5,218.5,Moderate,61.9
16,5.1,1.2,0.9,3.4,59,170,4.0,3.5,4.6,3,7,7,4.3,5.5,0.784,0.902,4.0,76.0,Moderate,63.0
36,12.4,2.1,5.8,2.2,87,132,4.8,9.6,6.1,40,3,5,8.0,10.1,0.387,0.492,0.0,100.2,Moderate,69.3
35,7.7,2.9,3.1,4.5,163,49,0.4,6.5,2.2,24,3,3,7.6,10.5,0.052,0.286,1.0,167.9,Moderate,63.0
28,12.7,3.3,0.4,1.5,12,147,1.3,3.6,2.3,33,5,8,1.9,5.2,0.102,0.181,3.9,26.7,Low,61.1
43,2.0,5.4,3.8,4.2,188,97,0.4,9.1,5.2,72,3,1,8.0,13.4,0.2,1.0,0.0,197.7,Moderate,74.9
31,8.3,0.5,1.5,0.2,49,74,3.8,5.0,7.0,8,3,1,1.7,2.2,0.458,0.843,2.5,56.4,Moderate,62.6
44,1.5,0.3,4.8,5.0,173,324,0.7,4.4,7.8,81,5,6,9.8,10.1,0.467,1.0,3.1,205.4,Low,80.6
28,1.9,3.1,4.9,2.7,60,53,0.5,5.0,2.7,74,5,1,7.6,10.7,0.263,1.0,2.5,65.3,Low,71.8
29,14.6,5.6,5.9,3.8,10,124,2.8,7.0,6.4,12,9,4,9.7,15.3,0.192,0.438,0.5,22.4,High,48.9
18,3.1,1.5,3.0,1.3,113,191,2.1,3.5,6.8,101,1,6,4.3,5.8,0.677,1.0,4.0,132.1,Low,81.6
44,9.0,5.1,2.7,4.1,170,41,3.6,6.4,5.0,8,1,1,6.8,11.9,0.4,0.556,1.1,174.1,High,52.1
21,7.2,2.1,4.5,4.6,144,306,2.4,9.3,2.8,79,9,9,9.1,11.2,0.333,0.389,0.0,174.6,Moderate,71.6
33,6.2,7.1,0.8,2.8,126,124,2.1,4.3,5.0,3,5,4,3.6,10.7,0.339,0.806,3.2,138.4,Moderate,56.1
34,14.5,7.2,3.3,3.7,125,168,2.1,5.3,4.7,33,4,9,7.0,14.2,0.145,0.324,2.2,141.8,High,59.0
20,1.3,2.4,3.3,2.7,61,291,4.4,5.8,4.9,6,2,9,6.0,8.4,1.0,1.0,1.7,90.1,Low,77.9
30,11.0,1.8,0.5,5.4,129,295,2.0,7.1,5.0,14,9,6,5.9,7.7,0.182,0.455,0.4,158.5,Moderate,58.8
40,15.5,3.3,2.5,3.0,148,318,1.7,9.4,6.8,37,6,7,5.5,8.8,0.11,0.439,0.0,179.8,Moderate,64.5
17,9.4,1.9,5.1,5.1,164,191,1.7,5.8,1.4,74,9,1,10.2,12.1,0.181,0.149,1.7,183.1,High,49.7
25,15.1,5.4,5.1,4.8,151,66,1.0,3.5,2.9,95,5,5,9.9,15.3,0.066,0.192,4.0,157.6,High,50.5
39,1.8,6.6,0.6,2.5,95,133,4.3,5.4,4.7,90,4,3,3.1,9.7,1.0,1.0,2.1,108.3,Moderate,68.0
33,7.3,5.4,0.5,1.4,55,294,0.7,4.3,2.3,93,7,10,1.9,7.3,0.096,0.315,3.2,84.4,Moderate,70.9
42,4.9,6.6,1.6,2.4,85,323,4.5,7.6,7.8,51,5,10,4.0,10.6,0.918,1.0,0.0,117.3,Low,80.9
28,12.0,3.2,5.2,5.0,19,226,1.4,3.2,2.1,80,8,6,10.2,13.4,0.117,0.175,4.3,41.6,Moderate,56.0
20,15.7,1.3,0.8,1.4,161,261,4.5,5.0,3.8,99,8,4,2.2,3.5,0.287,0.242,2.5,187.1,Moderate,44.5
38,4.8,5.9,4.3,3.1,70,320,4.0,6.8,7.0,82,2,9,7.4,13.3,0.833,1.0,0.7,102.0,Moderate,84.0
39,10.8,2.9,0.6,4.8,27,215,2.9,4.9,0.6,6,5,7,5.4,8.3,0.269,0.056,2.6,48.5,Moderate,55.1
16,4.0,5.4,3.7,2.1,95,183,3.3,6.9,6.6,106,10,4,5.8,11.2,0.825,1.0,0.6,113.3,Moderate,66.9
37,9.5,2.2,2.1,3.9,146,195,1.6,3.8,4.6,44,8,6,6.0,8.2,0.168,0.484,3.7,165.5,Moderate,59.8
16,8.0,0.6,4.7,1.5,154,290,2.9,9.6,0.3,58,3,2,6.2,6.8,0.362,0.038,0.0,183.0,High,63.3
33,15.6,7.9,1.4,0.7,137,129,1.5,5.0,7.2,20,7,3,2.1,10.0,0.096,0.462,2.5,149.9,Moderate,41.9
30,10.1,1.2,3.8,4.8,113,191,2.0,9.5,0.3,27,3,7,8.6,9.8,0.198,0.03,0.0,132.1,Moderate,66.8
32,6.2,7.9,1.4,0.6,195,221,3.8,5.3,4.1,2,6,4,2.0,9.9,0.613,0.661,2.2,217.1,Moderate,46.1
26,2.7,7.8,4.3,1.6,150,187,1.2,8.5,0.4,13,2,10,5.9,13.7,0.444,0.148,0.0,168.7,Moderate,69.6
36,3.3,6.4,5.2,5.1,187,121,4.2,4.7,0.6,1,6,7,10.3,16.7,1.0,0.182,2.8,199.1,High,47.4
41,4.4,5.3,0.8,2.1,110,105,1.9,7.7,7.1,28,6,9,2.9,8.2,0.432,1.0,0.0,120.5,Moderate,80.8
40,4.8,4.6,5.2,5.8,15,161,2.7,5.3,6.1,17,8,5,11.0,15.6,0.563,1.0,2.2,31.1,Moderate,66.1
37,13.8,6.9,3.6,5.9,94,232,4.7,6.6,1.6,36,5,1,9.5,16.4,0.341,0.116,0.9,117.2,High,39.7
42,9.4,2.3,0.8,1.6,60,70,3.4,7.7,5.0,44,1,5,2.4,4.7,0.362,0.532,0.0,67.0,Low,75.7
42,8.9,3.7,2.6,0.2,45,131,3.2,7.1,6.4,44,8,6,2.8,6.5,0.36,0.719,0.4,58.1,Moderate,69.5
32,2.7,5.0,1.0,4.2,80,290,3.6,7.0,7.1,23,9,2,5.2,10.2,1.0,1.0,0.5,109.0,Moderate,61.2
28,13.9,3.3,4.2,2.7,109,84,4.6,3.5,3.7,119,1,8,6.9,10.2,0.331,0.266,4.0,117.4,High,58.5
16,11.8,3.4,4.6,0.6,34,202,1.2,4.7,7.2,45,5,2,5.2,8.6,0.102,0.61,2.8,54.2,Moderate,65.0
17,2.0,2.6,0.6,4.2,148,29,3.1,7.0,4.1,11,6,9,4.8,7.4,1.0,1.0,0.5,150.9,High,73.3
24,11.6,4.5,3.0,0.2,53,253,2.0,3.1,5.5,52,4,2,3.2,7.7,0.172,0.474,4.4,78.3,High,60.7
18,9.2,6.8,4.9,5.2,23,317,0.1,4.8,7.8,44,2,3,10.1,16.9,0.011,0.848,2.7,54.7,High,67.7
16,2.2,1.6,5.6,0.8,38,263,0.6,4.6,1.9,31,5,8,6.4,8.0,0.273,0.864,2.9,64.3,Moderate,77.7
36,7.9,7.5,3.1,0.8,83,286,1.6,4.7,1.3,17,4,6,3.9,11.4,0.203,0.165,2.8,111.6,High,56.6
31,8.3,5.5,5.7,1.1,59,137,2.8,6.7,2.7,12,7,1,6.8,12.3,0.337,0.325,0.8,72.7,Moderate,50.3
38,3.5,6.6,3.2,5.8,14,163,4.4,7.1,1.3,3,6,4,9.0,15.6,1.0,0.371,0.4,30.3,High,55.5
21,15.2,4.4,2.4,4.2,119,220,4.0,9.4,2.3,22,3,5,6.6,11.0,0.263,0.151,0.0,141.0,Moderate,51.5
43,13.7,6.2,5.1,4.8,131,258,2.8,5.7,5.9,61,9,3,9.9,16.1,0.204,0.431,1.8,156.8,High,48.2
32,11.0,0.1,3.0,2.4,97,265,0.4,9.5,3.8,53,4,1,5.4,5.5,0.036,0.345,0.0,123.5,Moderate,70.2
20,7.9,6.5,2.8,2.0,66,27,1.4,7.6,3.0,73,5,3,4.8,11.3,0.177,0.38,0.0,68.7,Moderate,68.5
20,7.2,0.3,2.9,1.4,35,171,1.8,9.4,2.9,54,3,9,4.3,4.6,0.25,0.403,0.0,52.1,Low,87.0
21,10.8,7.1,5.1,2.9,15,230,3.1,8.8,1.6,68,8,2,8.0,15.1,0.287,0.148,0.0,38.0,High,51.1
18,9.2,7.9,5.0,3.3,153,177,0.3,7.8,3.6,113,7,1,8.3,16.2,0.033,0.391,0.0,170.7,Moderate,55.5
36,1.9,2.4,2.4,3.8,69,77,2.7,5.5,5.0,39,7,7,6.2,8.6,1.0,1.0,2.0,76.7,Low,76.4
38,8.7,1.7,2.0,1.5,109,105,4.5,4.7,1.1,13,8,7,3.5,5.2,0.517,0.126,2.8,119.5,Moderate,49.1
20,13.1,6.1,3.0,5.7,21,74,3.5,4.6,7.8,97,7,5,8.7,14.8,0.267,0.595,2.9,28.4,High,56.9
36,7.9,2.0,3.4,1.0,84,220,4.0,9.7,3.5,27,3,2,4.4,6.4,0.506,0.443,0.0,106.0,Moderate,66.5
20,1.8,6.9,1.4,5.8,12,141,3.4,9.7,7.6,71,3,1,7.2,14.1,1.0,1.0,0.0,26.1,High,76.4
25,12.8,0.8,4.8,0.1,72,127,1.0,8.1,1.1,79,2,5,4.9,5.7,0.078,0.086,0.0,84.7,Moderate,70.4
25,4.0,1.0,2.9,2.9,199,323,0.6,9.2,6.1,94,1,10,5.8,6.8,0.15,1.0,0.0,231.3,Low,94.5
34,4.9,7.8,2.0,2.0,143,151,4.1,9.4,4.9,70,5,4,4.0,11.8,0.837,1.0,0.0,158.1,Moderate,67.9
32,3.5,5.4,0.6,2.7,28,217,3.5,6.6,6.6,66,4,9,3.3,8.7,1.0,1.0,0.9,49.7,Low,87.6
36,6.0,6.8,1.4,3.4,27,66,2.9,7.4,4.8,28,2,5,4.8,11.6,0.483,0.8,0.1,33.6,Moderate,72.1
29,12.4,2.6,5.7,2.6,89,247,0.9,5.9,7.7,99,1,10,8.3,10.9,0.073,0.621,1.6,113.7,Moderate,82.3
